GlobalID,EntryID,Skeleton0_X,Skeleton0_Y,Skeleton0_Z,Skeleton1_X,Skeleton1_Y,Skeleton1_Z,Skeleton2_X,Skeleton2_Y,Skeleton2_Z,Skeleton3_X,Skeleton3_Y,Skeleton3_Z,Skeleton4_X,Skeleton4_Y,Skeleton4_Z,Skeleton5_X,Skeleton5_Y,Skeleton5_Z,Skeleton6_X,Skeleton6_Y,Skeleton6_Z,Skeleton7_X,Skeleton7_Y,Skeleton7_Z,Skeleton8_X,Skeleton8_Y,Skeleton8_Z,Skeleton9_X,Skeleton9_Y,Skeleton9_Z,Skeleton10_X,Skeleton10_Y,Skeleton10_Z,Skeleton11_X,Skeleton11_Y,Skeleton11_Z,Skeleton12_X,Skeleton12_Y,Skeleton12_Z,Skeleton13_X,Skeleton13_Y,Skeleton13_Z,Skeleton14_X,Skeleton14_Y,Skeleton14_Z,Skeleton15_X,Skeleton15_Y,Skeleton15_Z,Skeleton16_X,Skeleton16_Y,Skeleton16_Z,Skeleton17_X,Skeleton17_Y,Skeleton17_Z,Skeleton18_X,Skeleton18_Y,Skeleton18_Z,Skeleton19_X,Skeleton19_Y,Skeleton19_Z,Skeleton20_X,Skeleton20_Y,Skeleton20_Z,Skeleton21_X,Skeleton21_Y,Skeleton21_Z,Skeleton22_X,Skeleton22_Y,Skeleton22_Z,Skeleton23_X,Skeleton23_Y,Skeleton23_Z,BubbleGen1_X,BubbleGen1_Y,BubbleGen1_Z,BubbleGen2_X,BubbleGen2_Y,BubbleGen2_Z,BubbleGen3_X,BubbleGen3_Y,BubbleGen3_Z,BubbleGen6_X,BubbleGen6_Y,BubbleGen6_Z,BubbleGen7_X,BubbleGen7_Y,BubbleGen7_Z,BubbleGen8_X,BubbleGen8_Y,BubbleGen8_Z,Floor_X,Floor_Y,Floor_Z,Spatial,Temporal,Spatial_2_b,Temporal_2_b,Spatial_2,Temporal_2,RightKneeAngle,LeftKneeAngle,RightElbowAngle,LeftElbowAngle,RightFootDistanceFromFloor,LeftFootDistanceFromFloor,Total_reach,Spatial_1,Temporal_1
22,12182024020952277,-0.7942963,2.884819,-6.589594,-0.7907685,2.775352,-6.548163,-0.781051,2.435394,-6.441584,-0.7681283,1.961728,-6.31473,-0.7907685,2.775352,-6.548163,-0.7907685,2.775352,-6.548163,-0.7681283,1.961728,-6.31473,-0.7681283,1.961728,-6.31473,-0.450269,2.684407,-6.575645,-0.3817555,2.205992,-6.565491,-0.5526615,1.893663,-6.761103,-0.6258205,1.823857,-6.816556,-0.5526615,1.893663,-6.761103,-1.123917,2.686732,-6.570653,-1.194371,2.260517,-6.564436,-1.064292,1.85341,-6.781059,-1.019663,1.756174,-6.836987,-1.064292,1.85341,-6.781059,-0.5941633,1.958107,-6.376721,-0.3317274,1.566008,-6.991967,-0.03733426,0.8703394,-7.472948,-0.9501709,1.954814,-6.375753,-1.193753,1.558035,-6.989622,-1.459447,0.8571862,-7.469079,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,1,0,0,1,158.4853169,158.3429389,133.7230303,141.9441461,0.1065111,0.0933579,1.855573793,1,1
23,12182024020952611,-0.793471,2.884362,-6.588705,-0.7902443,2.77472,-6.547673,-0.7807781,2.43446,-6.441175,-0.7686816,1.960368,-6.315338,-0.7902443,2.77472,-6.547673,-0.7902443,2.77472,-6.547673,-0.7686816,1.960368,-6.315338,-0.7686816,1.960368,-6.315338,-0.4479225,2.68259,-6.569047,-0.3776608,2.207767,-6.56029,-0.5415941,1.89189,-6.758599,-0.6153512,1.822351,-6.81745,-0.5415941,1.89189,-6.758599,-1.122869,2.686043,-6.571055,-1.194784,2.258739,-6.565051,-1.080186,1.838549,-6.784088,-1.033068,1.756845,-6.836943,-1.080186,1.838549,-6.784088,-0.5945581,1.957086,-6.376125,-0.2925851,1.581351,-6.992462,0.03957886,0.9552518,-7.560437,-0.9510471,1.952504,-6.37881,-1.219027,1.569443,-6.99944,-1.513282,0.9352913,-7.572133,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,1,0,0,1,1,164.7411735,164.6688129,134.3539807,143.5750527,0.1914235,0.171463,1.87516902,1,1
24,12182024020952935,-0.7934122,2.884443,-6.587962,-0.7902192,2.774645,-6.54725,-0.7808121,2.434239,-6.441016,-0.7690145,1.959928,-6.315555,-0.7902192,2.774645,-6.54725,-0.7902192,2.774645,-6.54725,-0.7690145,1.959928,-6.315555,-0.7690145,1.959928,-6.315555,-0.4476495,2.682267,-6.567521,-0.3765318,2.208684,-6.558485,-0.5395831,1.893103,-6.757923,-0.6119803,1.824175,-6.815864,-0.5395831,1.893103,-6.757923,-1.122762,2.68589,-6.570992,-1.194972,2.258387,-6.565137,-1.074381,1.839784,-6.787776,-1.002098,1.756865,-6.853123,-1.074381,1.839784,-6.787776,-0.5947448,1.956819,-6.375969,-0.2861107,1.58568,-6.995565,0.05292135,0.9911965,-7.596364,-0.9516019,1.951781,-6.379677,-1.221886,1.572471,-7.005288,-1.52036,0.9689887,-7.612711,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,1,0,0,1,1,167.213345,167.1738689,134.2094504,142.7901153,0.2273682,0.2051604,1.880565628,1,1
25,12182024020953265,-0.794436,2.887154,-6.577208,-0.7911753,2.775602,-6.539756,-0.7815353,2.432746,-6.43872,-0.7709408,1.957516,-6.316695,-0.7911753,2.775602,-6.539756,-0.7911753,2.775602,-6.539756,-0.7709408,1.957516,-6.316695,-0.7709408,1.957516,-6.316695,-0.4470636,2.680842,-6.55598,-0.3708243,2.21354,-6.547908,-0.5327064,1.893848,-6.755615,-0.604973,1.82752,-6.813724,-0.5327064,1.893848,-6.755615,-1.122908,2.684435,-6.567384,-1.196887,2.256016,-6.564847,-1.06496,1.854261,-6.782156,-0.9866099,1.761334,-6.85427,-1.06496,1.854261,-6.782156,-0.5959314,1.955297,-6.37485,-0.2641805,1.598868,-6.983472,-0.08145279,0.7775772,-7.25906,-0.9543402,1.948261,-6.383985,-1.225282,1.58,-7.007967,-1.348395,0.7527063,-7.29135,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,1,0,0,1,1,139.0343582,138.9080197,133.645907,141.5186299,0.0137489,-0.011122,1.852229863,1,1
26,12182024020953607,-0.7963752,2.890115,-6.568304,-0.7930136,2.777623,-6.532404,-0.782928,2.432365,-6.435814,-0.7721448,1.956708,-6.317109,-0.7930136,2.777623,-6.532404,-0.7930136,2.777623,-6.532404,-0.7721448,1.956708,-6.317109,-0.7721448,1.956708,-6.317109,-0.4480173,2.681085,-6.549395,-0.3714992,2.212318,-6.544899,-0.5331056,1.895162,-6.756118,-0.6038882,1.830402,-6.810444,-0.5331056,1.895162,-6.756118,-1.124448,2.683815,-6.560455,-1.199147,2.254904,-6.56221,-1.048266,1.831015,-6.791673,-0.9529024,1.736031,-6.877323,-1.048266,1.831015,-6.791673,-0.5970912,1.954676,-6.37437,-0.2794703,1.561627,-6.940922,-0.2181716,0.657248,-6.954476,-0.955473,1.947323,-6.385241,-1.205019,1.542639,-6.968997,-1.211789,0.6368628,-6.984616,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,0,1,1,123.7750315,123.5917597,133.5099883,141.0217297,-0.1065803,-0.1269655,1.854610448,0,1
27,12182024020953965,-0.7977613,2.891052,-6.564805,-0.7944099,2.77831,-6.529254,-0.7843529,2.432132,-6.43407,-0.7734854,1.956247,-6.317402,-0.7944099,2.77831,-6.529254,-0.7944099,2.77831,-6.529254,-0.7734854,1.956247,-6.317402,-0.7734854,1.956247,-6.317402,-0.4496335,2.681214,-6.547327,-0.374828,2.209131,-6.547072,-0.5425752,1.880849,-6.762132,-0.609795,1.829659,-6.81148,-0.5425752,1.880849,-6.762132,-1.125752,2.683415,-6.556297,-1.20127,2.254228,-6.558081,-1.073217,1.860138,-6.775947,-0.9936081,1.797458,-6.84365,-1.073217,1.860138,-6.775947,-0.5987805,1.954134,-6.374494,-0.2935014,1.560546,-6.918455,-0.2721216,0.664641,-6.858113,-0.9565712,1.947063,-6.385452,-1.194737,1.542736,-6.946056,-1.166229,0.6469723,-6.885496,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,0,1,1,119.5103126,119.3063251,134.2595294,141.5871344,-0.0991873,-0.116856,1.824881619,0,1
28,12182024020954270,-0.7993639,2.891256,-6.562996,-0.7958455,2.778499,-6.52743,-0.7859094,2.431817,-6.432847,-0.7749099,1.955901,-6.317589,-0.7958455,2.778499,-6.52743,-0.7958455,2.778499,-6.52743,-0.7749099,1.955901,-6.317589,-0.7749099,1.955901,-6.317589,-0.4519589,2.681085,-6.547846,-0.3786346,2.205646,-6.551207,-0.5460436,1.883757,-6.764651,-0.6127645,1.827517,-6.811193,-0.5460436,1.883757,-6.764651,-1.126977,2.682895,-6.553367,-1.203057,2.253629,-6.554237,-1.081205,1.860654,-6.77151,-1.003747,1.781758,-6.84536,-1.081205,1.860654,-6.77151,-0.6008036,1.953534,-6.374935,-0.3104403,1.567487,-6.90202,-0.3148453,0.6972145,-6.76855,-0.9576733,1.947169,-6.384925,-1.186094,1.55187,-6.926533,-1.137623,0.6825403,-6.791583,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,0,1,1,114.8297291,114.5670812,134.3188379,141.8936673,-0.0666138,-0.081288,1.784406788,0,1
29,12182024020954592,-0.8011585,2.890457,-6.563678,-0.7974082,2.778011,-6.527453,-0.7874011,2.431379,-6.432432,-0.7763081,1.955631,-6.317652,-0.7974082,2.778011,-6.527453,-0.7974082,2.778011,-6.527453,-0.7763081,1.955631,-6.317652,-0.7763081,1.955631,-6.317652,-0.453763,2.680714,-6.549573,-0.3810377,2.203326,-6.554228,-0.5475881,1.885132,-6.765886,-0.6152529,1.825033,-6.81235,-0.5475881,1.885132,-6.765886,-1.12788,2.682373,-6.552166,-1.204085,2.253068,-6.552176,-1.088257,1.861776,-6.76924,-1.013482,1.795813,-6.835738,-1.088257,1.861776,-6.76924,-0.6028666,1.952847,-6.375475,-0.3225501,1.570273,-6.895953,-0.30856,0.7100848,-6.765788,-0.9586207,1.947412,-6.384161,-1.182752,1.55713,-6.916953,-1.153355,0.6971778,-6.786412,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,0,1,1,115.6547493,115.3089049,134.3684339,142.1614321,-0.0537435,-0.0666505,1.761979463,0,1
30,12182024020954935,-0.8027036,2.889165,-6.565616,-0.7988847,2.777083,-6.528601,-0.7888256,2.430821,-6.432534,-0.7777086,1.955361,-6.317699,-0.7988847,2.777083,-6.528601,-0.7988847,2.777083,-6.528601,-0.7777086,1.955361,-6.317699,-0.7777086,1.955361,-6.317699,-0.4551936,2.680276,-6.551322,-0.3825889,2.20179,-6.556168,-0.5482157,1.885947,-6.766525,-0.6152612,1.824661,-6.812297,-0.5482157,1.885947,-6.766525,-1.128858,2.681633,-6.552098,-1.204789,2.25258,-6.551043,-1.061668,1.860891,-6.784125,-0.978014,1.756418,-6.867234,-1.061668,1.860891,-6.784125,-0.6047438,1.952192,-6.376009,-0.331198,1.56989,-6.895262,-0.293933,0.7083877,-6.794202,-0.9595261,1.947616,-6.383448,-1.182201,1.558913,-6.913107,-1.175428,0.6970179,-6.812687,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,0,1,1,118.1682911,117.7549081,134.3643345,138.9338116,-0.0554406,-0.0668104,1.75494237,0,1
31,12182024020955244,-0.8036894,2.888139,-6.567192,-0.7998961,2.776291,-6.529683,-0.7898819,2.430379,-6.432729,-0.7788522,1.955199,-6.317562,-0.7998961,2.776291,-6.529683,-0.7998961,2.776291,-6.529683,-0.7788522,1.955199,-6.317562,-0.7788522,1.955199,-6.317562,-0.4561304,2.679883,-6.552658,-0.383458,2.200963,-6.557245,-0.5481513,1.886409,-6.766337,-0.6141939,1.825942,-6.811287,-0.5481513,1.886409,-6.766337,-1.129676,2.68097,-6.552631,-1.205247,2.252308,-6.550469,-1.072989,1.873551,-6.774716,-0.9988087,1.799891,-6.842494,-1.072989,1.873551,-6.774716,-0.6060295,1.951795,-6.376174,-0.3366541,1.569013,-6.896538,-0.2959239,0.7075893,-6.799338,-0.9603638,1.94784,-6.382701,-1.182937,1.559567,-6.912128,-1.180387,0.6977179,-6.815631,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,0,1,1,118.5321726,118.0785,134.3911695,139.3924009,-0.056239,-0.0661104,1.753468782,0,1
32,12182024020955604,-0.8044417,2.887252,-6.568607,-0.8007147,2.775566,-6.530752,-0.7907724,2.429985,-6.432973,-0.7797445,1.955102,-6.317355,-0.8007147,2.775566,-6.530752,-0.8007147,2.775566,-6.530752,-0.7797445,1.955102,-6.317355,-0.7797445,1.955102,-6.317355,-0.4568676,2.679501,-6.553852,-0.3840443,2.200457,-6.557981,-0.5480477,1.88716,-6.76607,-0.6148667,1.824258,-6.811862,-0.5480477,1.88716,-6.76607,-1.130505,2.680349,-6.553689,-1.205712,2.252082,-6.550202,-1.081849,1.843539,-6.779902,-1.021568,1.789002,-6.835485,-1.081849,1.843539,-6.779902,-0.6069423,1.95152,-6.376242,-0.3398699,1.566585,-6.898883,-0.2982801,0.70507,-6.802848,-0.9610637,1.948097,-6.381914,-1.184955,1.558415,-6.912418,-1.183782,0.6965092,-6.817031,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,0,1,1,118.7021988,118.2097881,134.3560605,141.4459806,-0.0587583,-0.0673191,1.755045423,0,1
33,12182024020955922,-0.8051468,2.886453,-6.569969,-0.8014879,2.774856,-6.531894,-0.7916379,2.429558,-6.433381,-0.7805539,1.954971,-6.317233,-0.8014879,2.774856,-6.531894,-0.8014879,2.774856,-6.531894,-0.7805539,1.954971,-6.317233,-0.7805539,1.954971,-6.317233,-0.4576632,2.679013,-6.555239,-0.3844572,2.200175,-6.558523,-0.5556257,1.876724,-6.771725,-0.6215428,1.809777,-6.819667,-0.5556257,1.876724,-6.771725,-1.131524,2.679619,-6.555465,-1.206243,2.251862,-6.550409,-1.056387,1.845214,-6.793648,-0.9799625,1.761373,-6.866339,-1.056387,1.845214,-6.793648,-0.6077266,1.95127,-6.37633,-0.3408321,1.562364,-6.901315,-0.2987487,0.6998496,-6.806578,-0.9616691,1.948209,-6.381401,-1.187848,1.555037,-6.913449,-1.187272,0.6921642,-6.819307,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,0,1,1,118.9673558,118.4430821,134.2073408,138.4524916,-0.0639787,-0.0716641,1.759412666,0,1
34,12182024020956252,-0.8056771,2.885915,-6.570817,-0.8020763,2.774358,-6.53264,-0.7923461,2.429239,-6.433659,-0.7812828,1.95491,-6.317041,-0.8020763,2.774358,-6.53264,-0.8020763,2.774358,-6.53264,-0.7812828,1.95491,-6.317041,-0.7812828,1.95491,-6.317041,-0.4583101,2.67868,-6.556353,-0.3847283,2.200025,-6.558902,-0.5539002,1.880092,-6.770135,-0.6225489,1.813099,-6.817567,-0.5539002,1.880092,-6.770135,-1.132258,2.679163,-6.556534,-1.206606,2.25173,-6.550566,-1.105039,1.896641,-6.752938,-1.030379,1.835723,-6.812922,-1.105039,1.896641,-6.752938,-0.6083773,1.951132,-6.376333,-0.34835,1.563086,-6.906008,-0.3483627,0.6998284,-6.850993,-0.9622566,1.948326,-6.380882,-1.183948,1.556458,-6.916748,-1.140989,0.6935415,-6.861181,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,0,1,1,120.042912,119.5504153,134.1011007,141.506279,-0.0639999,-0.0702868,1.757687211,0,1
35,12182024020956589,-0.801318,2.891505,-6.56048,-0.7983367,2.779213,-6.524185,-0.7899975,2.432574,-6.428927,-0.7796497,1.957294,-6.314891,-0.7983367,2.779213,-6.524185,-0.7983367,2.779213,-6.524185,-0.7796497,1.957294,-6.314891,-0.7796497,1.957294,-6.314891,-0.4561412,2.682338,-6.551032,-0.3844762,2.201317,-6.557966,-0.5535164,1.887749,-6.763057,-0.6277058,1.82677,-6.809455,-0.5535164,1.887749,-6.763057,-1.129213,2.683587,-6.547343,-1.204531,2.254564,-6.547612,-1.045464,1.905484,-6.764919,-0.9602871,1.815397,-6.846894,-1.045464,1.905484,-6.764919,-0.6064276,1.953221,-6.374733,-0.4150239,1.564915,-6.954875,-0.4721841,0.7116557,-7.190613,-0.9606128,1.95137,-6.377749,-1.120764,1.561226,-6.960884,-1.022685,0.7087785,-7.1953,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,0,1,1,135.392535,135.1158281,134.504228,135.8698769,-0.0521726,-0.0550498,1.800833576,0,1
36,12182024020956897,-0.7895635,2.9022,-6.539739,-0.7876896,2.788638,-6.506874,-0.7822334,2.438853,-6.419959,-0.7737134,1.960961,-6.313106,-0.7876896,2.788638,-6.506874,-0.7876896,2.788638,-6.506874,-0.7737134,1.960961,-6.313106,-0.7737134,1.960961,-6.313106,-0.4487205,2.690343,-6.53705,-0.3828559,2.205934,-6.553189,-0.5541221,1.898538,-6.754187,-0.629777,1.843572,-6.79798,-0.5541221,1.898538,-6.754187,-1.12022,2.6937,-6.526442,-1.194127,2.267015,-6.533903,-1.010651,1.908723,-6.769842,-0.9272112,1.822625,-6.859321,-1.010651,1.908723,-6.769842,-0.5984994,1.958177,-6.372516,-0.4537719,1.563624,-7.095684,-0.4237327,1.023057,-7.718454,-0.9561079,1.953881,-6.376492,-1.062979,1.556305,-7.102457,-1.059825,1.015415,-7.725526,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,1,0,0,1,1,165.4243001,165.6209883,135.2896506,134.2770411,0.2592287,0.2515867,1.852896234,1,1
37,12182024020957233,-0.7745044,2.9099,-6.522125,-0.7728401,2.79595,-6.490611,-0.768065,2.444777,-6.408538,-0.7609258,1.964614,-6.309116,-0.7728401,2.79595,-6.490611,-0.7728401,2.79595,-6.490611,-0.7609258,1.964614,-6.309116,-0.7609258,1.964614,-6.309116,-0.4398814,2.69463,-6.525657,-0.3807968,2.210062,-6.548332,-0.5557685,1.907197,-6.748944,-0.6327374,1.857308,-6.791103,-0.5557685,1.907197,-6.748944,-1.10805,2.705186,-6.505377,-1.181913,2.283225,-6.515921,-1.030635,1.925238,-6.750645,-0.9447503,1.859778,-6.842544,-1.030635,1.925238,-6.750645,-0.5833782,1.964634,-6.365456,-0.4464629,1.657645,-7.121289,-0.35322,1.312369,-7.746431,-0.9457045,1.954978,-6.375058,-1.016926,1.642443,-7.136407,-1.061062,1.293505,-7.765191,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,1,0,0,1,1,172.9509065,173.1571006,135.6766704,137.0311014,0.5485407,0.5296767,1.74297449,1,1
38,12182024020957567,-0.7658726,2.913452,-6.512119,-0.763157,2.799522,-6.480586,-0.7531132,2.448258,-6.398696,-0.7306727,1.966732,-6.302686,-0.763157,2.799522,-6.480586,-0.763157,2.799522,-6.480586,-0.7306727,1.966732,-6.302686,-0.7306727,1.966732,-6.302686,-0.4341318,2.69581,-6.518112,-0.3796353,2.213623,-6.5434,-0.5595444,1.91496,-6.744403,-0.6357927,1.865164,-6.786779,-0.5595444,1.91496,-6.744403,-1.102052,2.711236,-6.493639,-1.177686,2.293339,-6.50361,-1.000646,1.929448,-6.77719,-0.9217736,1.841698,-6.877075,-1.000646,1.929448,-6.77719,-0.5559494,1.97186,-6.35682,-0.330645,1.693068,-7.129231,-0.1506701,1.272084,-7.776714,-0.9128234,1.950681,-6.370995,-1.030187,1.651552,-7.157017,-1.110218,1.215138,-7.814827,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,1,0,0,1,1,167.0300947,167.1830778,135.4197182,132.9579436,0.5082557,0.4513097,1.83782333,1,1
39,12182024020957906,-0.7641718,2.91448,-6.508126,-0.7601298,2.800707,-6.476624,-0.7464936,2.448979,-6.395278,-0.7181093,1.965564,-6.30289,-0.7601298,2.800707,-6.476624,-0.7601298,2.800707,-6.476624,-0.7181093,1.965564,-6.30289,-0.7181093,1.965564,-6.30289,-0.4327985,2.696105,-6.515375,-0.3792693,2.215316,-6.541141,-0.5612366,1.918401,-6.742987,-0.6360146,1.864845,-6.789087,-0.5612366,1.918401,-6.742987,-1.101598,2.712554,-6.488311,-1.177848,2.296127,-6.499769,-1.014825,1.91711,-6.772906,-0.9241449,1.810924,-6.87809,-1.014825,1.91711,-6.772906,-0.5446327,1.973694,-6.356247,-0.2641532,1.674042,-7.067824,-0.06740397,0.9550514,-7.521227,-0.9002651,1.946388,-6.372129,-1.055951,1.613248,-7.103185,-1.111625,0.874876,-7.567861,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,1,0,0,1,1,145.8684626,146.1832845,135.1384642,135.1375483,0.1912231,0.1110477,1.888336756,1,1
40,12182024020958235,-0.7704849,2.912176,-6.512631,-0.7656913,2.798706,-6.480476,-0.7523434,2.447441,-6.398861,-0.7349809,1.964624,-6.307824,-0.7656913,2.798706,-6.480476,-0.7656913,2.798706,-6.480476,-0.7349809,1.964624,-6.307824,-0.7349809,1.964624,-6.307824,-0.4340674,2.695473,-6.51589,-0.3791215,2.216086,-6.540299,-0.5552658,1.915178,-6.745576,-0.6253065,1.853217,-6.796842,-0.5552658,1.915178,-6.745576,-1.108294,2.705702,-6.49769,-1.183313,2.287622,-6.511976,-1.03175,1.913813,-6.767938,-0.9537432,1.824797,-6.84765,-1.03175,1.913813,-6.767938,-0.5604662,1.969687,-6.363422,-0.3121641,1.601941,-6.958659,-0.2702994,0.701414,-6.861237,-0.9194261,1.949412,-6.374951,-1.079057,1.558624,-6.98329,-1.051078,0.6573129,-6.886313,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,0,1,1,114.9123926,115.4669025,135.5642352,137.0333365,-0.0624143,-0.1065154,1.844269089,0,1
41,12182024020958545,-0.7799074,2.904471,-6.529236,-0.7752146,2.792288,-6.494007,-0.7623044,2.444261,-6.405653,-0.7507221,1.964274,-6.308625,-0.7752146,2.792288,-6.494007,-0.7752146,2.792288,-6.494007,-0.7507221,1.964274,-6.308625,-0.7507221,1.964274,-6.308625,-0.4370438,2.693092,-6.522398,-0.378788,2.216137,-6.541168,-0.5498072,1.91189,-6.749609,-0.6238706,1.837037,-6.808915,-0.5498072,1.91189,-6.749609,-1.114181,2.696806,-6.516821,-1.188835,2.276269,-6.527574,-1.050485,1.896455,-6.77666,-0.980955,1.804172,-6.849106,-1.050485,1.896455,-6.77666,-0.5768967,1.964617,-6.367088,-0.3583201,1.585799,-6.909564,-0.3486906,0.7238613,-6.600788,-0.9346503,1.953712,-6.372919,-1.101147,1.563157,-6.921669,-1.073743,0.701761,-6.612604,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,0,1,1,104.6270573,104.7991687,135.3467771,138.560654,-0.039967,-0.0620673,1.80451771,0,1
42,12182024020958902,-0.7887404,2.895764,-6.54735,-0.7848042,2.784286,-6.510139,-0.7735765,2.43913,-6.41503,-0.7633194,1.963084,-6.30912,-0.7848042,2.784286,-6.510139,-0.7848042,2.784286,-6.510139,-0.7633194,1.963084,-6.30912,-0.7633194,1.963084,-6.30912,-0.4418032,2.688708,-6.533056,-0.3775838,2.214526,-6.543489,-0.5431318,1.906476,-6.753571,-0.6177589,1.826668,-6.815825,-0.5431318,1.906476,-6.753571,-1.119501,2.689037,-6.535602,-1.195179,2.266057,-6.540693,-1.090367,1.911548,-6.754779,-1.014971,1.833814,-6.82408,-1.090367,1.911548,-6.754779,-0.5898148,1.959996,-6.369294,-0.3818086,1.57237,-6.890061,-0.3088566,0.7151268,-6.75304,-0.9459854,1.955842,-6.371804,-1.121601,1.563743,-6.895275,-1.157084,0.7052351,-6.759017,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,0,1,1,117.7047522,117.4434777,134.8181245,141.2197982,-0.0487015,-0.0585932,1.740438829,0,1
