GlobalID,EntryID,Skeleton0_X,Skeleton0_Y,Skeleton0_Z,Skeleton1_X,Skeleton1_Y,Skeleton1_Z,Skeleton2_X,Skeleton2_Y,Skeleton2_Z,Skeleton3_X,Skeleton3_Y,Skeleton3_Z,Skeleton4_X,Skeleton4_Y,Skeleton4_Z,Skeleton5_X,Skeleton5_Y,Skeleton5_Z,Skeleton6_X,Skeleton6_Y,Skeleton6_Z,Skeleton7_X,Skeleton7_Y,Skeleton7_Z,Skeleton8_X,Skeleton8_Y,Skeleton8_Z,Skeleton9_X,Skeleton9_Y,Skeleton9_Z,Skeleton10_X,Skeleton10_Y,Skeleton10_Z,Skeleton11_X,Skeleton11_Y,Skeleton11_Z,Skeleton12_X,Skeleton12_Y,Skeleton12_Z,Skeleton13_X,Skeleton13_Y,Skeleton13_Z,Skeleton14_X,Skeleton14_Y,Skeleton14_Z,Skeleton15_X,Skeleton15_Y,Skeleton15_Z,Skeleton16_X,Skeleton16_Y,Skeleton16_Z,Skeleton17_X,Skeleton17_Y,Skeleton17_Z,Skeleton18_X,Skeleton18_Y,Skeleton18_Z,Skeleton19_X,Skeleton19_Y,Skeleton19_Z,Skeleton20_X,Skeleton20_Y,Skeleton20_Z,Skeleton21_X,Skeleton21_Y,Skeleton21_Z,Skeleton22_X,Skeleton22_Y,Skeleton22_Z,Skeleton23_X,Skeleton23_Y,Skeleton23_Z,BubbleGen1_X,BubbleGen1_Y,BubbleGen1_Z,BubbleGen2_X,BubbleGen2_Y,BubbleGen2_Z,BubbleGen3_X,BubbleGen3_Y,BubbleGen3_Z,BubbleGen6_X,BubbleGen6_Y,BubbleGen6_Z,BubbleGen7_X,BubbleGen7_Y,BubbleGen7_Z,BubbleGen8_X,BubbleGen8_Y,BubbleGen8_Z,Floor_X,Floor_Y,Floor_Z,Spatial,Temporal,Spatial_2,Temporal_2,Spatial_1,RightKneeAngle,LeftKneeAngle,RightElbowAngle,LeftElbowAngle,RightFootDistanceFromFloor,LeftFootDistanceFromFloor,Total_reach,Temporal_1
22,12182024013850966,-0.7586874,3.423213,-5.535907,-0.7608196,3.289844,-5.520741,-0.7672734,2.877017,-5.489587,-0.7725243,2.306159,-5.466325,-0.7608196,3.289844,-5.520741,-0.7608196,3.289844,-5.520741,-0.7725243,2.306159,-5.466325,-0.7725243,2.306159,-5.466325,-0.4367982,3.197105,-5.48583,-0.2942571,2.679803,-5.399966,-0.397508,2.33025,-5.634894,-0.5208568,2.238883,-5.772962,-0.397508,2.33025,-5.634894,-1.108673,3.165477,-5.561041,-1.214311,2.685398,-5.567596,-1.014091,2.352264,-5.773233,-0.9435299,2.230759,-5.804662,-1.014091,2.352264,-5.773233,-0.6326998,2.310982,-5.512637,-0.318594,1.88423,-5.956795,-0.192055,1.008953,-5.936831,-0.9150392,2.306464,-5.539857,-1.127907,1.871278,-6.034822,-1.265041,0.9917828,-6.040278,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,1,0,0,131.3911212,132.2646949,128.2659397,130.4083903,0.2451247,0.2279545,1.743102329,0
23,12182024013851272,-0.7689576,3.421216,-5.54731,-0.7686001,3.2874,-5.531694,-0.7696617,2.873923,-5.499419,-0.7725455,2.303371,-5.475664,-0.7686001,3.2874,-5.531694,-0.7686001,3.2874,-5.531694,-0.7725455,2.303371,-5.475664,-0.7725455,2.303371,-5.475664,-0.4439914,3.195512,-5.502006,-0.303898,2.674284,-5.431597,-0.4351197,2.324915,-5.687825,-0.5242134,2.234481,-5.785345,-0.4351197,2.324915,-5.687825,-1.114333,3.160521,-5.577098,-1.219495,2.67895,-5.582094,-1.050378,2.346327,-5.768817,-0.9778574,2.220396,-5.811772,-1.050378,2.346327,-5.768817,-0.6322005,2.308782,-5.521604,-0.2976,1.937369,-6.005191,0.009058774,1.552151,-6.608397,-0.9156814,2.302912,-5.549785,-1.133566,1.92006,-6.088296,-1.315013,1.524736,-6.740025,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,1,0,0,172.8717905,173.6976695,126.2436189,134.1740892,0.7883227,0.7609077,1.640474359,0
24,12182024013851630,-0.7869909,3.414271,-5.568891,-0.784302,3.280393,-5.551638,-0.7784681,2.866966,-5.514633,-0.7751112,2.29774,-5.48545,-0.784302,3.280393,-5.551638,-0.784302,3.280393,-5.551638,-0.7751112,2.29774,-5.48545,-0.7751112,2.29774,-5.48545,-0.4554753,3.196986,-5.525951,-0.3098125,2.675496,-5.453742,-0.4374346,2.332056,-5.702258,-0.5208449,2.237964,-5.796277,-0.4374346,2.332056,-5.702258,-1.122903,3.153557,-5.589941,-1.23614,2.678231,-5.579795,-1.048128,2.347639,-5.777237,-0.9767438,2.25246,-5.806005,-1.048128,2.347639,-5.777237,-0.6337008,2.304953,-5.531673,-0.2992224,1.969911,-6.04216,-0.1102195,1.274635,-6.343358,-0.919283,2.295358,-5.559532,-1.125664,1.942144,-6.122778,-1.236974,1.236778,-6.453272,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,1,0,0,145.8445161,146.7845528,126.1231768,129.724793,0.5108067,0.4729497,1.645106211,0
25,12182024013851923,-0.7972187,3.413298,-5.572212,-0.7926606,3.279087,-5.555642,-0.7823427,2.864904,-5.519414,-0.775293,2.295613,-5.489703,-0.7926606,3.279087,-5.555642,-0.7926606,3.279087,-5.555642,-0.775293,2.295613,-5.489703,-0.775293,2.295613,-5.489703,-0.4605997,3.197723,-5.53098,-0.3136045,2.676832,-5.459857,-0.4362856,2.346311,-5.700442,-0.5251572,2.243719,-5.803874,-0.4362856,2.346311,-5.700442,-1.127245,3.150369,-5.594247,-1.241486,2.673575,-5.581946,-1.061802,2.341821,-5.778094,-0.9781829,2.232085,-5.818435,-1.061802,2.341821,-5.778094,-0.6333107,2.303114,-5.53767,-0.3485295,1.87046,-5.986291,-0.2347898,1.064792,-6.073165,-0.919816,2.29315,-5.562725,-1.093655,1.844545,-6.05145,-1.163135,1.032505,-6.154346,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,138.4980659,139.2288692,126.0209783,130.4258979,0.3009637,0.2686767,1.669216384,0
26,12182024013852273,-0.8065701,3.403771,-5.587325,-0.8016812,3.270374,-5.568905,-0.7886297,2.857868,-5.52879,-0.7769153,2.290112,-5.495472,-0.8016812,3.270374,-5.568905,-0.8016812,3.270374,-5.568905,-0.7769153,2.290112,-5.495472,-0.7769153,2.290112,-5.495472,-0.4682186,3.196616,-5.535612,-0.3221103,2.682129,-5.459675,-0.4309628,2.357463,-5.69019,-0.5199311,2.257084,-5.796106,-0.4309628,2.357463,-5.69019,-1.133034,3.145553,-5.60057,-1.248979,2.667756,-5.588417,-1.056472,2.347404,-5.786226,-0.9689647,2.259357,-5.808293,-1.056472,2.347404,-5.786226,-0.6347383,2.298749,-5.543566,-0.2646327,2.044089,-6.077721,0.2214481,1.759597,-6.893592,-0.9213488,2.286666,-5.568619,-1.165685,2.0061,-6.156482,-1.485827,1.687617,-7.042826,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,1,0,0,173.9910351,174.2994503,126.8171918,128.1049959,0.9957687,0.9237887,1.852387962,0
27,12182024013852633,-0.8044757,3.394127,-5.600011,-0.8016804,3.260549,-5.581125,-0.7920305,2.847657,-5.538863,-0.7806486,2.280085,-5.501208,-0.8016804,3.260549,-5.581125,-0.8016804,3.260549,-5.581125,-0.7806486,2.280085,-5.501208,-0.7806486,2.280085,-5.501208,-0.4683269,3.188308,-5.542819,-0.3224617,2.677758,-5.460949,-0.4211829,2.353828,-5.691203,-0.51293,2.252429,-5.80605,-0.4211829,2.353828,-5.691203,-1.136284,3.140324,-5.606219,-1.255327,2.66516,-5.592124,-1.044304,2.33999,-5.799534,-0.9749603,2.233114,-5.824665,-1.044304,2.33999,-5.799534,-0.6388192,2.289086,-5.549253,-0.2685536,1.934784,-6.013106,-0.008228779,1.277395,-6.330243,-0.9243242,2.277198,-5.574106,-1.176757,1.896968,-6.092164,-1.343443,1.221799,-6.446472,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,1,0,0,152.7998058,153.5227685,126.9113484,125.9434929,0.5135667,0.4579707,1.632052505,0
28,12182024013852915,-0.728361,3.36837,-5.602203,-0.7388945,3.23694,-5.585336,-0.7665277,2.830714,-5.547304,-0.7817472,2.269912,-5.509096,-0.7388945,3.23694,-5.585336,-0.7388945,3.23694,-5.585336,-0.7817472,2.269912,-5.509096,-0.7817472,2.269912,-5.509096,-0.4201454,3.140211,-5.520501,-0.3146943,2.626409,-5.439678,-0.4237174,2.335325,-5.694728,-0.5339393,2.237279,-5.820927,-0.4237174,2.335325,-5.694728,-1.082049,3.139476,-5.639759,-1.241578,2.670505,-5.690764,-1.058644,2.341836,-5.857643,-0.9960707,2.248343,-5.883859,-1.058644,2.341836,-5.857643,-0.641692,2.273492,-5.551303,-0.1795184,2.148771,-6.077773,0.2800514,1.947363,-6.757064,-0.9236902,2.270744,-5.59036,-1.20863,2.138741,-6.220306,-1.470531,1.930301,-6.999521,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,1,0,0,172.044373,173.4195999,123.3953478,130.6393366,1.1835347,1.1664727,1.71550739,0
29,12182024013853241,-0.6796727,3.334964,-5.618826,-0.6934544,3.205218,-5.600458,-0.7342246,2.804636,-5.559025,-0.777149,2.254309,-5.517282,-0.6934544,3.205218,-5.600458,-0.6934544,3.205218,-5.600458,-0.777149,2.254309,-5.517282,-0.777149,2.254309,-5.517282,-0.3867412,3.11226,-5.513882,-0.2948313,2.594886,-5.413837,-0.414068,2.322406,-5.690533,-0.5350039,2.228535,-5.816357,-0.414068,2.322406,-5.690533,-1.038258,3.124306,-5.665357,-1.186859,2.654451,-5.694842,-0.9735222,2.338131,-5.852919,-0.9262705,2.268199,-5.849289,-0.9735222,2.338131,-5.852919,-0.6414333,2.252279,-5.551666,-0.1771724,1.971034,-5.976168,-0.09988528,1.154162,-6.085502,-0.9147049,2.260214,-5.605425,-1.187796,2.00038,-6.174978,-1.315628,1.189464,-6.324663,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,123.1642017,125.4880813,118.0948969,126.6083287,0.3903337,0.4256357,1.680940306,0
30,12182024013853586,-0.737636,3.325495,-5.64463,-0.7378914,3.195647,-5.620137,-0.7455446,2.795478,-5.565158,-0.7767913,2.247976,-5.517826,-0.7378914,3.195647,-5.620137,-0.7378914,3.195647,-5.620137,-0.7767913,2.247976,-5.517826,-0.7767913,2.247976,-5.517826,-0.4172128,3.118787,-5.544478,-0.3176139,2.604842,-5.43257,-0.4323759,2.32313,-5.70446,-0.5402848,2.217801,-5.829286,-0.4323759,2.32313,-5.70446,-1.075487,3.121825,-5.655322,-1.262764,2.682162,-5.594588,-1.102977,2.329374,-5.790571,-1.014952,2.242334,-5.81727,-1.102977,2.329374,-5.790571,-0.6425725,2.244384,-5.551179,-0.2724709,1.798647,-5.926682,-0.03738928,1.20099,-6.315002,-0.9131873,2.255513,-5.603761,-1.124913,1.833706,-6.092313,-1.243376,1.250589,-6.549329,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,164.4641796,165.9084569,118.1158673,122.8037574,0.4371617,0.4867607,1.590955666,0
31,12182024013853946,-0.821177,3.303441,-5.673385,-0.8172179,3.1733,-5.646918,-0.8062167,2.77222,-5.583079,-0.7995024,2.226135,-5.520435,-0.8172179,3.1733,-5.646918,-0.8172179,3.1733,-5.646918,-0.7995024,2.226135,-5.520435,-0.7995024,2.226135,-5.520435,-0.4863459,3.125197,-5.587025,-0.3481717,2.614909,-5.45743,-0.4817873,2.319466,-5.752028,-0.5511175,2.214482,-5.833494,-0.4817873,2.319466,-5.752028,-1.161048,3.092589,-5.652954,-1.317543,2.652687,-5.572899,-1.115475,2.336984,-5.793792,-1.02923,2.222471,-5.850525,-1.115475,2.336984,-5.793792,-0.6621635,2.231391,-5.557364,-0.2273014,1.994182,-6.062152,0.1407821,1.450835,-6.491093,-0.9384148,2.226097,-5.600953,-1.164377,1.976222,-6.210014,-1.351261,1.422239,-6.726524,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,1,0,0,155.7272844,155.7916909,113.2470322,115.7592794,0.6870067,0.6584107,1.636718215,0
32,12182024013854252,-0.8492668,3.301709,-5.677162,-0.8432989,3.170464,-5.651346,-0.8256559,2.766657,-5.587655,-0.8065112,2.218543,-5.521709,-0.8432989,3.170464,-5.651346,-0.8432989,3.170464,-5.651346,-0.8065112,2.218543,-5.521709,-0.8065112,2.218543,-5.521709,-0.5094957,3.127548,-5.592558,-0.3644102,2.619985,-5.463926,-0.4926594,2.323636,-5.757454,-0.5601947,2.214626,-5.838941,-0.4926594,2.323636,-5.757454,-1.18424,3.083997,-5.654515,-1.328841,2.630914,-5.595817,-1.12479,2.326628,-5.806621,-1.043596,2.194941,-5.862297,-1.12479,2.326628,-5.806621,-0.669589,2.226658,-5.56053,-0.2208248,1.864262,-5.944434,0.1654803,1.196533,-6.064961,-0.9452164,2.216694,-5.600286,-1.212671,1.828408,-6.087497,-1.480456,1.137034,-6.302368,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,1,0,0,148.5680246,148.1910624,113.3701607,118.2865599,0.4327047,0.3732057,1.616226559,0
33,12182024013854564,-0.8367783,3.269912,-5.721688,-0.8384848,3.143296,-5.685139,-0.8354481,2.751283,-5.597664,-0.8312597,2.201729,-5.512995,-0.8384848,3.143296,-5.685139,-0.8384848,3.143296,-5.685139,-0.8312597,2.201729,-5.512995,-0.8312597,2.201729,-5.512995,-0.5107288,3.109939,-5.627645,-0.3660178,2.616986,-5.474929,-0.4990521,2.318659,-5.757722,-0.5780672,2.21049,-5.828619,-0.4990521,2.318659,-5.757722,-1.185461,3.070132,-5.673188,-1.333767,2.623219,-5.593463,-1.119144,2.328916,-5.798143,-1.058342,2.20666,-5.837036,-1.119144,2.328916,-5.798143,-0.6948438,2.209735,-5.557328,-0.2265749,1.987476,-6.01615,0.2094254,1.582901,-6.502171,-0.9681392,2.202173,-5.587242,-1.301138,1.957744,-6.133765,-1.601055,1.532806,-6.700334,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,1,0,0,166.5275378,166.9977099,111.4342607,114.6994638,0.8190727,0.7689777,1.609895748,0
34,12182024013854899,-0.8109939,3.262504,-5.713833,-0.816018,3.135262,-5.681206,-0.8273904,2.742983,-5.597651,-0.8351426,2.197137,-5.506965,-0.816018,3.135262,-5.681206,-0.816018,3.135262,-5.681206,-0.8351426,2.197137,-5.506965,-0.8351426,2.197137,-5.506965,-0.4949146,3.104179,-5.621179,-0.3641384,2.60842,-5.479703,-0.4973518,2.295583,-5.752062,-0.5867255,2.207757,-5.828528,-0.4973518,2.295583,-5.752062,-1.165136,3.069578,-5.672448,-1.328431,2.619823,-5.584038,-1.108842,2.314483,-5.799343,-1.056815,2.201506,-5.819017,-1.108842,2.314483,-5.799343,-0.6984599,2.20525,-5.553642,-0.3005468,1.846576,-5.950417,-0.02246356,1.212088,-6.233932,-0.9716178,2.19857,-5.579073,-1.273669,1.822779,-6.041012,-1.489936,1.176202,-6.370551,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,1,0,0,154.5885927,155.617107,115.3310951,113.0124808,0.4482597,0.4123737,1.579324949,0
35,12182024013855261,-0.7959923,3.241987,-5.725983,-0.802803,3.118762,-5.688321,-0.8211297,2.735599,-5.595177,-0.8386374,2.197015,-5.490472,-0.802803,3.118762,-5.688321,-0.802803,3.118762,-5.688321,-0.8386374,2.197015,-5.490472,-0.8386374,2.197015,-5.490472,-0.4822766,3.091463,-5.62514,-0.352738,2.59804,-5.469586,-0.4882992,2.294226,-5.727222,-0.5723123,2.212054,-5.820825,-0.4882992,2.294226,-5.727222,-1.153214,3.067052,-5.673516,-1.319396,2.620539,-5.568305,-1.072321,2.339195,-5.759456,-0.9879633,2.229855,-5.777723,-1.072321,2.339195,-5.759456,-0.6989496,2.203474,-5.538513,-0.2990856,2.045394,-6.064619,0.06203139,1.715229,-6.657882,-0.9784693,2.200513,-5.560803,-1.278975,2.035012,-6.142762,-1.545663,1.698197,-6.786089,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,1,0,0,166.8011675,167.5324544,114.2780848,108.3137736,0.9514007,0.9343687,1.605700729,0
36,12182024013855566,-0.7696059,3.251624,-5.696688,-0.7780005,3.126235,-5.664061,-0.8031365,2.739798,-5.579592,-0.831512,2.205301,-5.477991,-0.7780005,3.126235,-5.664061,-0.7780005,3.126235,-5.664061,-0.831512,2.205301,-5.477991,-0.831512,2.205301,-5.477991,-0.4651685,3.096084,-5.606808,-0.3450399,2.595354,-5.4619,-0.4759075,2.29582,-5.713324,-0.5662943,2.208659,-5.82138,-0.4759075,2.29582,-5.713324,-1.141829,3.072854,-5.658398,-1.306956,2.642342,-5.53241,-1.095501,2.349611,-5.752672,-1.071376,2.262101,-5.761059,-1.095501,2.349611,-5.752672,-0.6910573,2.209031,-5.527069,-0.3688391,1.811581,-5.93364,-0.2026081,1.091901,-6.162588,-0.9727256,2.211068,-5.548221,-1.24448,1.817912,-5.999395,-1.425662,1.100744,-6.254433,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,1,0,0,148.8898876,150.2020742,116.325967,108.2616811,0.3280727,0.3369157,1.597503665,0
37,12182024013855927,-0.7611791,3.245658,-5.695801,-0.7695274,3.122438,-5.660297,-0.7958347,2.739987,-5.571135,-0.8304591,2.209503,-5.465932,-0.7695274,3.122438,-5.660297,-0.7695274,3.122438,-5.660297,-0.8304591,2.209503,-5.465932,-0.8304591,2.209503,-5.465932,-0.4584149,3.091582,-5.60147,-0.3404081,2.591589,-5.448789,-0.4707046,2.297043,-5.703067,-0.5609339,2.210518,-5.817673,-0.4707046,2.297043,-5.703067,-1.137606,3.075396,-5.654324,-1.306623,2.655168,-5.51755,-1.061128,2.330288,-5.763228,-1.009358,2.250008,-5.782169,-1.061128,2.330288,-5.763228,-0.6890205,2.211213,-5.513219,-0.3018871,2.018956,-6.044248,0.09595346,1.713805,-6.761811,-0.9726127,2.216721,-5.538292,-1.259308,2.037551,-6.128895,-1.544476,1.745664,-6.906844,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,1,0,0,172.1270825,173.1163142,115.0365521,105.8426272,0.9499767,0.9818357,1.718672077,0
38,12182024013856217,-0.7561873,3.247961,-5.689541,-0.7647761,3.12277,-5.656421,-0.7922895,2.738192,-5.568764,-0.8261011,2.210063,-5.467865,-0.7647761,3.12277,-5.656421,-0.7647761,3.12277,-5.656421,-0.8261011,2.210063,-5.467865,-0.8261011,2.210063,-5.467865,-0.4549875,3.089615,-5.596492,-0.3366903,2.588881,-5.444495,-0.4761809,2.297921,-5.723958,-0.5596969,2.215499,-5.828187,-0.4761809,2.297921,-5.723958,-1.135047,3.075647,-5.651487,-1.305819,2.658389,-5.51409,-1.098888,2.343314,-5.763731,-1.032641,2.259383,-5.791294,-1.098888,2.343314,-5.763731,-0.6862811,2.210222,-5.514398,-0.3905624,1.801572,-5.958928,-0.3067576,1.035354,-6.07688,-0.9657781,2.218705,-5.542191,-1.1884,1.825788,-6.038267,-1.313858,1.065922,-6.177028,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,1,0,0,138.1181195,138.8549978,112.2497224,106.8669718,0.2715257,0.3020937,1.611858179,0
39,12182024013856546,-0.7530687,3.249207,-5.693616,-0.7601895,3.124572,-5.65975,-0.7849113,2.739059,-5.572676,-0.8153666,2.209846,-5.476974,-0.7601895,3.124572,-5.65975,-0.7601895,3.124572,-5.65975,-0.8153666,2.209846,-5.476974,-0.8153666,2.209846,-5.476974,-0.4497516,3.089267,-5.593336,-0.3361179,2.586914,-5.442094,-0.4570251,2.290359,-5.712195,-0.5530286,2.215711,-5.826653,-0.4570251,2.290359,-5.712195,-1.130421,3.075333,-5.657248,-1.305706,2.653918,-5.534611,-1.096803,2.347299,-5.773873,-0.9920395,2.25306,-5.807231,-1.096803,2.347299,-5.773873,-0.6775205,2.210751,-5.521076,-0.4040031,1.889974,-6.080368,-0.1781474,1.455438,-6.670659,-0.9533948,2.217575,-5.553955,-1.092674,1.907009,-6.162445,-1.201251,1.480745,-6.792594,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,171.5237272,172.2779969,114.8156464,107.6478876,0.6916097,0.7169167,1.62393918,0
40,12182024013856886,-0.7544507,3.25345,-5.679048,-0.758952,3.126379,-5.652468,-0.7784239,2.73667,-5.576248,-0.7967411,2.205909,-5.494271,-0.758952,3.126379,-5.652468,-0.758952,3.126379,-5.652468,-0.7967411,2.205909,-5.494271,-0.7967411,2.205909,-5.494271,-0.4444423,3.089961,-5.578072,-0.3346345,2.586525,-5.438025,-0.4321154,2.288682,-5.704125,-0.5441662,2.209792,-5.830688,-0.4321154,2.288682,-5.704125,-1.125738,3.075539,-5.659369,-1.303284,2.646932,-5.549104,-1.104317,2.348418,-5.785638,-0.9975564,2.278602,-5.817487,-1.104317,2.348418,-5.785638,-0.6621556,2.208579,-5.533295,-0.3846612,1.780454,-6.01475,-0.2537016,1.036044,-6.245229,-0.9321358,2.212023,-5.577191,-1.031072,1.788703,-6.119851,-1.096248,1.046795,-6.382219,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,147.2120071,147.4672168,117.6792476,108.949011,0.2722157,0.2829667,1.643832894,0
41,12182024013857205,-0.7468075,3.259034,-5.670245,-0.7507875,3.132597,-5.644871,-0.7661189,2.740514,-5.578884,-0.7789377,2.205753,-5.510674,-0.7507875,3.132597,-5.644871,-0.7507875,3.132597,-5.644871,-0.7789377,2.205753,-5.510674,-0.7789377,2.205753,-5.510674,-0.4326854,3.091303,-5.554397,-0.3331585,2.58981,-5.417961,-0.4109249,2.294932,-5.695892,-0.523019,2.207892,-5.820576,-0.4109249,2.294932,-5.695892,-1.101266,3.082067,-5.668753,-1.301572,2.652781,-5.572925,-1.094721,2.35282,-5.828869,-1.000145,2.274357,-5.847187,-1.094721,2.35282,-5.828869,-0.6472172,2.208625,-5.543077,-0.281598,1.918592,-6.075707,0.0412885,1.629988,-6.705503,-0.9122198,2.211212,-5.600352,-0.9988519,1.925595,-6.23073,-1.033204,1.640478,-6.937737,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,172.9800364,174.850215,117.9156208,106.9688684,0.8661597,0.8766497,1.62130779,0
42,12182024013857544,-0.7425001,3.248555,-5.672537,-0.7454278,3.12275,-5.646518,-0.7560896,2.732198,-5.581419,-0.764156,2.195855,-5.513561,-0.7454278,3.12275,-5.646518,-0.7454278,3.12275,-5.646518,-0.764156,2.195855,-5.513561,-0.764156,2.195855,-5.513561,-0.4249694,3.080252,-5.535961,-0.3279817,2.588208,-5.389745,-0.390597,2.299794,-5.685547,-0.4960708,2.207378,-5.810076,-0.390597,2.299794,-5.685547,-1.085775,3.073146,-5.681391,-1.29775,2.640953,-5.596102,-1.101408,2.288684,-5.857774,-1.017143,2.24234,-5.856967,-1.101408,2.288684,-5.857774,-0.6324467,2.200646,-5.540787,-0.2279006,1.800326,-5.951369,0.01969045,1.054367,-6.123307,-0.8981593,2.199817,-5.608099,-1.016582,1.797868,-6.151161,-1.129632,1.050784,-6.414458,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,146.2339831,146.3088212,115.0978915,112.0708211,0.2905387,0.2869557,1.650125192,0
